order,r,omega,omega_ratio,amplitude,amplitude_ratio
3,24.25,0.5518050862752892,1.0267821191663487,3.1098592919903396,0.31098592919903395
3,24.5,0.552103379564573,1.027337174245256,3.141067010610805,0.3141067010610805
3,24.75,0.5524047322722085,1.0278979221967675,3.172248492725067,0.3172248492725067
3,25.0,0.5527091443981955,1.0284643630208827,3.203403470613675,0.3203403470613675
3,25.25,0.5530166159425343,1.0290364967176027,3.234531676557178,0.3234531676557178
3,25.5,0.5533271469052246,1.0296143232869266,3.2656328428361254,0.32656328428361253
3,25.75,0.5536407372862665,1.0301978427288545,3.296706701731064,0.32967067017310636
3,26.0,0.5539573870856601,1.0307870550433869,3.327752985522545,0.3327752985522545
3,26.25,0.5542770963034054,1.0313819602305234,3.358771426491116,0.3358771426491116
3,26.5,0.5545998649395022,1.031982558290264,3.389761756917328,0.3389761756917328
3,26.75,0.5549256929939507,1.0325888492226087,3.420723709081728,0.34207237090817283
3,27.0,0.5552545804667508,1.033200833027558,3.451657015264865,0.3451657015264865
3,27.25,0.5555865273579025,1.033818509705111,3.4825614077472884,0.34825614077472883
3,27.5,0.5559215336674058,1.0344418792552683,3.513436618809547,0.3513436618809547
3,27.75,0.5562595993952608,1.0350709416780297,3.5442823807321906,0.35442823807321905
3,28.0,0.5566007245414675,1.0357056969733955,3.575098425795766,0.3575098425795766
3,28.25,0.5569449091060257,1.0363461451413654,3.605884486280825,0.3605884486280825
3,28.5,0.5572921530889355,1.0369922861819394,3.636640294467915,0.3636640294467915
3,28.75,0.5576424564901971,1.0376441200951176,3.6673655826375846,0.36673655826375845
3,29.0,0.5579958193098102,1.0383016468809,3.6980600830703834,0.36980600830703836
3,29.25,0.558352241547775,1.0389648665392865,3.72872352804686,0.372872352804686
3,29.5,0.5587117232040913,1.0396337790702772,3.7593556498475644,0.37593556498475644
3,29.75,0.5590742642787594,1.0403083844738723,3.789956180753044,0.3789956180753044
3,30.0,0.559439864771779,1.0409886827500712,3.8205248530438487,0.38205248530438485
3,30.25,0.5598085246831503,1.0416746738988747,3.8510613990005274,0.3851061399000527
3,30.5,0.5601802440128733,1.0423663579202822,3.881565550903627,0.3881565550903627
3,30.75,0.5605550227609477,1.0430637348142937,3.9120370410337006,0.3912037041033701
3,31.0,0.5609328609273739,1.0437668045809096,3.942475601671293,0.3942475601671293
3,31.25,0.5613137585121517,1.0444755672201296,3.972880965096957,0.3972880965096957
3,31.5,0.5616977155152811,1.0451900227319537,4.003252863591237,0.40032528635912373
3,31.75,0.5620847319367621,1.0459101711163818,4.033591029434687,0.4033591029434687
3,32.0,0.5624748077765949,1.0466360123734146,4.063895194907852,0.4063895194907852
3,32.25,0.5628679430347792,1.0473675465030512,4.0941650922912824,0.40941650922912826
3,32.5,0.5632641377113151,1.0481047735052922,4.124400453865526,0.4124400453865526
