order,r,omega,omega_ratio,tilt_deg
3,8.295968152062482,159.36975911373446,1.0004503293669698,7.176001163744387
3,8.334375412025734,159.3704248788691,1.0004545087354517,7.209340722758347
3,8.372782671988988,159.37109371913138,1.0004587074081763,7.242681922420874
3,8.41118993195224,159.37176563452132,1.0004629253851431,7.276024770637357
3,8.449597191915492,159.37244062503888,1.0004671626663524,7.309369275318057
3,8.488004451878744,159.3731186906841,1.000471419251804,7.342715444378128
3,8.526411711841996,159.37379983145695,1.0004756951414984,7.376063285737656
3,8.564818971805249,159.37448404735744,1.0004799903354347,7.409412807321658
3,8.6032262317685,159.37517133838557,1.0004843048336136,7.4427640170601395
3,8.641633491731753,159.37586170454136,1.000488638636035,7.4761169228881
3,8.680040751695005,159.37655514582477,1.0004929917426986,7.50947153274555
3,8.718448011658257,159.37725166223584,1.0004973641536048,7.542827854577567
3,8.75685527162151,159.37795125377454,1.0005017558687535,7.576185896334288
